/home/samuele.angheben/vr_env/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
Loaded dataset with categories: ['Faces', 'Faces_easy', 'Leopards', 'Motorbikes', 'accordion', 'airplanes', 'anchor', 'ant', 'barrel', 'bass', 'beaver', 'binocular', 'bonsai', 'brain', 'brontosaurus', 'buddha', 'butterfly', 'camera', 'cannon', 'car_side', 'ceiling_fan', 'cellphone', 'chair', 'chandelier', 'cougar_body', 'cougar_face', 'crab', 'crayfish', 'crocodile', 'crocodile_head', 'cup', 'dalmatian', 'dollar_bill', 'dolphin', 'dragonfly', 'electric_guitar', 'elephant', 'emu', 'euphonium', 'ewer', 'ferry', 'flamingo', 'flamingo_head', 'garfield', 'gerenuk', 'gramophone', 'grand_piano', 'hawksbill', 'headphone', 'hedgehog', 'helicopter', 'ibis', 'inline_skate', 'joshua_tree', 'kangaroo', 'ketch', 'lamp', 'laptop', 'llama', 'lobster', 'lotus', 'mandolin', 'mayfly', 'menorah', 'metronome', 'minaret', 'nautilus', 'octopus', 'okapi', 'pagoda', 'panda', 'pigeon', 'pizza', 'platypus', 'pyramid', 'revolver', 'rhino', 'rooster', 'saxophone', 'schooner', 'scissors', 'scorpion', 'sea_horse', 'snoopy', 'soccer_ball', 'stapler', 'starfish', 'stegosaurus', 'stop_sign', 'strawberry', 'sunflower', 'tick', 'trilobite', 'umbrella', 'watch', 'water_lilly', 'wheelchair', 'wild_cat', 'windsor_chair', 'wrench', 'yin_yang']
 Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.44it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.66it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.62it/s]
Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
[prompt5] Example 86: label=Faces, prediction=Clock on wall [✗ WRONG]
[prompt5] Example 87: label=Faces, prediction=Window [✗ WRONG]
[prompt5] Example 88: label=Faces, prediction=Window [✗ WRONG]
[prompt5] Example 89: label=Faces, prediction=Man wearing black shirt. [✗ WRONG]
[prompt5] Example 90: label=Faces, prediction=Man wearing black shirt. [✗ WRONG]
[prompt5] Example 91: label=Faces, prediction=Man with black hair. [✗ WRONG]
[prompt5] Example 92: label=Faces, prediction=World map [✗ WRONG]
[prompt5] Example 93: label=Faces, prediction=Hand gesture [✗ WRONG]
[prompt5] Example 94: label=Faces, prediction=Man pointing finger [✗ WRONG]
[prompt5] Example 95: label=Faces, prediction=Woman with curly hair. [✗ WRONG]
[prompt5] Example 96: label=Faces, prediction=Desk phone. [✗ WRONG]
[prompt5] Example 97: label=Faces, prediction=Woman with curly hair. [✗ WRONG]
[prompt5] Example 98: label=Faces, prediction=Woman with curly hair. [✗ WRONG]
[prompt5] Example 99: label=Faces, prediction=Woman with curly hair. [✗ WRONG]
[prompt5] Example 100: label=Faces, prediction=Person with curly hair. [✗ WRONG]
[prompt5] Example 101: label=Faces, prediction=Woman with curly hair. [✗ WRONG]
[prompt5] Example 102: label=Faces, prediction=Girl with brown hair [✗ WRONG]
[prompt5] Example 103: label=Faces, prediction=Person [✗ WRONG]
[prompt5] Example 104: label=Faces, prediction=Water cooler [✗ WRONG]
[prompt5] Example 105: label=Faces, prediction=Poster [✗ WRONG]
[prompt5] Example 106: label=Faces, prediction=Chair [✗ WRONG]
[prompt5] Example 107: label=Faces, prediction=Computer monitor. [✗ WRONG]
[prompt5] Example 108: label=Faces, prediction=Directory sign [✗ WRONG]
[prompt5] Example 109: label=Faces, prediction=Paper towels. [✗ WRONG]
[prompt5] Example 110: label=Faces, prediction=Painting of a man. [✗ WRONG]
[prompt5] Example 111: label=Faces, prediction=Man with beard [✗ WRONG]
[prompt5] Example 112: label=Faces, prediction=Paper cutout [✗ WRONG]
[prompt5] Example 113: label=Faces, prediction=chair [✗ WRONG]
[prompt5] Example 114: label=Faces, prediction=Man [✗ WRONG]
[prompt5] Example 115: label=Faces, prediction=Man with black shirt [✗ WRONG]
[prompt5] Example 116: label=Faces, prediction=Person standing in front of a chalkboard with mathematical equations written on it. [✗ WRONG]
[prompt5] Example 117: label=Faces, prediction=Woman with earrings [✗ WRONG]
[prompt5] Example 118: label=Faces, prediction=Person, indoors, cubicle. [✗ WRONG]
[prompt5] Example 119: label=Faces, prediction=Shelf with books and phone. [✗ WRONG]
[prompt5] Example 120: label=Faces, prediction=Computer monitor [✗ WRONG]
[prompt5] Example 121: label=Faces, prediction=Poster [✗ WRONG]
[prompt5] Example 122: label=Faces, prediction=Woman with dark hair. [✗ WRONG]
[prompt5] Example 123: label=Faces, prediction=Paper towels [✗ WRONG]
[prompt5] Example 124: label=Faces, prediction=Monitor [✗ WRONG]
[prompt5] Example 125: label=Faces, prediction=Woman with dark hair. [✗ WRONG]
[prompt5] Example 126: label=Faces, prediction=Person [✗ WRONG]
[prompt5] Example 127: label=Faces, prediction=File cabinet [✗ WRONG]
[prompt5] Example 128: label=Faces, prediction=Woman, indoors, smiling. [✗ WRONG]
[prompt5] Example 129: label=Faces, prediction=Woman with dark hair [✗ WRONG]
[prompt5] Example 130: label=Leopards, prediction=Leopard running. [✗ WRONG]
[prompt5] Example 131: label=Leopards, prediction=Cheetahs standing. [✗ WRONG]
[prompt5] Example 132: label=Leopards, prediction=Cheetah walking. [✗ WRONG]
[prompt5] Example 133: label=Leopards, prediction=Cheetah standing. [✗ WRONG]
[prompt5] Example 134: label=Leopards, prediction=Cheetah resting [✗ WRONG]
[prompt5] Example 135: label=Leopards, prediction=Cheetah standing. [✗ WRONG]
[prompt5] Example 136: label=Leopards, prediction=Cheetahs in grass. [✗ WRONG]
[prompt5] Example 137: label=Leopards, prediction=Cheetah head close-up [✗ WRONG]
[prompt5] Example 138: label=Leopards, prediction=Cheetah in grass. [✗ WRONG]
[prompt5] Example 139: label=Leopards, prediction=Cheetahs [✗ WRONG]
[prompt5] Example 140: label=Leopards, prediction=Leopard on tree branch. [✗ WRONG]
[prompt5] Example 141: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 142: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 143: label=Leopards, prediction=Leopard in grass. [✗ WRONG]
[prompt5] Example 144: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 145: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 146: label=Leopards, prediction=Leopard sitting. [✗ WRONG]
[prompt5] Example 147: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 148: label=Leopards, prediction=Leopard hiding behind tree. [✗ WRONG]
[prompt5] Example 149: label=Leopards, prediction=Leopard in tree [✗ WRONG]
[prompt5] Example 150: label=Leopards, prediction=Leopard in water. [✗ WRONG]
[prompt5] Example 151: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 152: label=Leopards, prediction=Leopard on rock [✗ WRONG]
[prompt5] Example 153: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 154: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 155: label=Leopards, prediction=Leopard resting. [✗ WRONG]
[prompt5] Example 156: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 157: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 158: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 159: label=Leopards, prediction=Leopard in jungle. [✗ WRONG]
[prompt5] Example 160: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 161: label=Leopards, prediction=Leopard in forest [✗ WRONG]
[prompt5] Example 162: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 163: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 164: label=Leopards, prediction=Cheetahs. [✗ WRONG]
[prompt5] Example 165: label=Leopards, prediction=Cheetahs standing. [✗ WRONG]
[prompt5] Example 166: label=Leopards, prediction=Leopard in tree. [✗ WRONG]
[prompt5] Example 167: label=Leopards, prediction=Cheetah walking. [✗ WRONG]
[prompt5] Example 168: label=Leopards, prediction=Cheetah walking. [✗ WRONG]
[prompt5] Example 169: label=Leopards, prediction=Leopard in tree [✗ WRONG]
[prompt5] Example 170: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 171: label=Leopards, prediction=Tree with cat. [✗ WRONG]
[prompt5] Example 172: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 173: label=Leopards, prediction=Leopard standing on hind legs. [✗ WRONG]
[prompt5] Example 174: label=Leopards, prediction=Leopard resting. [✗ WRONG]
[prompt5] Example 175: label=Leopards, prediction=Leopard on tree [✗ WRONG]
[prompt5] Example 176: label=Leopards, prediction=Leopard in tree [✗ WRONG]
[prompt5] Example 177: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 178: label=Leopards, prediction=Leopard on tree [✗ WRONG]
[prompt5] Example 179: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 180: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 181: label=Leopards, prediction=Leopard in water. [✗ WRONG]
[prompt5] Example 182: label=Leopards, prediction=Leopard in jungle. [✗ WRONG]
[prompt5] Example 183: label=Leopards, prediction=Leopard in jungle. [✗ WRONG]
[prompt5] Example 184: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 185: label=Leopards, prediction=Leopard walking. [✗ WRONG]
[prompt5] Example 186: label=Leopards, prediction=Leopard in jungle. [✗ WRONG]
[prompt5] Example 187: label=Leopards, prediction=Leopard standing. [✗ WRONG]
[prompt5] Example 188: label=Leopards, prediction=Leopard in jungle. [✗ WRONG]
[prompt5] Example 189: label=Leopards, prediction=Leopard. [✗ WRONG]
[prompt5] Example 190: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 191: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 192: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 193: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 194: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 195: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 196: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 197: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 198: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 199: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 200: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 201: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 202: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 203: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 204: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 205: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 206: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 207: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 208: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 209: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 210: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 211: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 212: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 213: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 214: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 215: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 216: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 217: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 218: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 219: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 220: label=Motorbikes, prediction=Motorcycle model [✗ WRONG]
[prompt5] Example 221: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 222: label=Motorbikes, prediction=Motorcycle model. [✗ WRONG]
[prompt5] Example 223: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 224: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 225: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 226: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 227: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 228: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 229: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 230: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 231: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 232: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 233: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 234: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 235: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 236: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 237: label=Motorbikes, prediction=Motorcycle model. [✗ WRONG]
[prompt5] Example 238: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 239: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 240: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 241: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 242: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 243: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 244: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 245: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 246: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 247: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 248: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 249: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 250: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 251: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 252: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 253: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 254: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 255: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 256: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 257: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 258: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 259: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 260: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 261: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 262: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 263: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 264: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 265: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 266: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 267: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 268: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 269: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 270: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 271: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 272: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 273: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 274: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 275: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 276: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 277: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 278: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 279: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 280: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 281: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 282: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 283: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 284: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 285: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 286: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 287: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 288: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 289: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 290: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 291: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 292: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 293: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 294: label=Motorbikes, prediction=Motorcycle and dog. [✗ WRONG]
[prompt5] Example 295: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 296: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 297: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 298: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 299: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 300: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 301: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 302: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 303: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 304: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 305: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 306: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 307: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 308: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 309: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 310: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 311: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 312: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 313: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 314: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 315: label=Motorbikes, prediction=Motorcycle model. [✗ WRONG]
[prompt5] Example 316: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 317: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 318: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 319: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 320: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 321: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 322: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 323: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 324: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 325: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 326: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 327: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 328: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 329: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 330: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 331: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 332: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 333: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 334: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 335: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 336: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 337: label=Motorbikes, prediction=Motorcycle [✗ WRONG]
[prompt5] Example 338: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 339: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 340: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 341: label=Motorbikes, prediction=Motorcycle model. [✗ WRONG]
[prompt5] Example 342: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
[prompt5] Example 343: label=Motorbikes, prediction=Motorcycle. [✗ WRONG]
